GRI1,GRI2,GRI3,GRI4,GRI5,GRI6,GRI7,GRI8,GRI9,GRI10,GRI11,GRI12,GRI13,GRI14,GRI15,GRI16,GRI17,GRI18,GRI19,GRI20,GRI21,GRI22,GRI23,GRI24,GRI25,GRI26,GRI27,GRI28,GRI29,GRI30,GRI31,GRI32,GRI33,GRI34,GRI35,GRI36,GRI37,GRI38,GRI39,GRI40,GRI41,SOGS4,SOGS5,SOGS6,SOGS7,SOGS8,SOGS9,SOGS10,SOGS11,SOGS12,SOGS13,SOGS14,SOGS15,Student,ID
2,1,2,1,2,1,2,2,2,2,1,1,1,5,5,1,5,1,1,1,1,4,1,1,2,1,1,1,2,5,1,1,2,1,1,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,495
2,1,2,1,2,1,2,2,2,2,1,1,1,5,5,1,5,1,1,1,1,4,1,1,2,1,1,1,2,5,1,1,2,1,1,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,496
3,2,2,3,1,2,2,2,1,2,2,2,2,3,5,2,2,2,2,4,2,2,2,2,2,2,5,2,2,5,2,2,4,2,2,3,5,1,2,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,497
3,2,2,3,1,2,2,2,1,2,2,2,2,3,5,2,2,2,2,4,2,2,2,2,2,2,5,2,2,5,2,2,4,2,2,3,5,1,2,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,498
2,3,2,2,4,5,2,3,3,4,2,2,2,2,2,1,2,3,1,3,2,5,4,4,3,4,2,4,5,5,4,3,4,4,3,2,3,3,1,2,4,3,1,2,1,0,1,1,1,1,0,0,1,1,499
3,2,3,3,3,2,5,4,3,3,2,4,2,3,3,3,3,4,2,3,2,3,4,3,4,4,3,4,2,2,2,4,3,3,3,3,3,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,500
4,1,1,3,1,1,1,4,1,3,1,4,1,3,3,1,1,3,4,4,1,4,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,501
2,1,2,2,1,2,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,502
2,1,2,2,1,2,2,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,503
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,504
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,505
2,3,1,4,2,2,2,2,2,2,2,5,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,506
1,1,1,1,2,2,3,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,507
1,6,1,1,1,1,1,1,1,1,1,6,1,1,2,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,508
2,6,1,1,2,1,1,2,2,1,1,5,1,4,4,1,1,1,2,6,1,2,1,1,3,2,3,1,3,1,1,2,1,2,2,2,1,1,4,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,509
1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,510
1,1,1,1,2,2,1,2,2,1,1,6,1,1,5,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,511
2,4,3,4,4,3,4,3,2,3,3,2,2,4,3,1,3,2,2,6,2,2,2,3,3,3,4,1,2,1,1,3,1,2,1,1,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,512
2,2,2,5,4,2,3,2,2,5,3,5,2,4,2,2,2,2,2,5,2,2,3,2,1,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,513
2,1,2,5,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,514
2,2,1,2,2,2,1,2,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,3,1,3,2,2,4,1,1,1,0,0,0,0,0,0,1,0,1,515
4,5,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,3,3,3,2,4,2,1,4,1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,1,516
3,1,1,5,5,2,5,2,1,1,1,4,1,4,2,1,1,1,1,4,1,1,1,1,2,2,4,1,1,1,1,2,1,1,1,1,1,1,4,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,517
2,2,1,2,2,2,1,1,3,2,2,5,2,3,2,2,2,2,3,5,1,1,2,4,2,3,3,2,4,2,1,1,1,2,1,1,2,4,4,4,3,2,1,1,1,0,1,1,1,0,0,0,1,1,518
2,2,1,5,2,1,1,4,1,1,1,6,1,1,3,1,1,1,1,5,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,519
2,6,4,2,2,2,2,3,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,0,1,520
2,5,2,5,3,1,2,2,2,2,4,5,2,4,2,2,4,2,2,5,2,2,3,1,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,521
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,522
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,523
1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,524
1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,525
2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,1,1,5,1,1,4,1,3,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,526
2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,1,1,1,1,1,5,1,1,4,1,3,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,527
1,1,2,2,1,1,3,1,1,1,1,5,1,3,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,528
1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,529
1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,2,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,530
1,1,1,1,2,1,2,1,2,1,2,1,3,4,2,1,3,2,2,2,2,4,2,4,3,2,2,2,2,5,2,1,2,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,531
1,1,1,1,2,1,2,1,2,1,2,1,3,4,2,1,3,2,2,2,2,4,2,4,3,2,2,2,2,5,2,1,2,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,532
1,1,1,1,1,2,2,1,1,1,5,2,2,2,1,1,1,4,2,2,2,5,2,2,4,3,3,2,4,5,1,2,2,2,1,2,1,1,6,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,533
1,1,1,1,1,2,2,1,1,1,5,2,2,2,1,1,1,4,2,2,2,5,2,2,4,3,3,2,4,5,1,2,2,2,1,2,1,1,6,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,534
1,1,1,1,1,1,1,1,1,1,1,5,1,4,3,1,1,2,3,6,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,535
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,536
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,537
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,538
2,4,2,2,4,2,4,2,2,2,2,4,2,4,3,2,2,2,2,4,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,539
2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,540
1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,541
1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,542
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,543
1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,544
2,1,2,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,5,2,2,2,2,4,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,4,2,1,1,0,0,0,0,0,1,0,0,0,1,545
1,5,2,5,2,1,1,6,1,1,1,6,1,1,1,1,1,1,1,5,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,546
2,2,1,2,2,2,2,3,2,3,2,2,2,3,3,2,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,2,1,1,0,0,0,0,1,1,1,0,1,547
1,6,3,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,5,1,1,1,1,1,2,4,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,548
2,1,1,2,1,1,3,2,1,1,1,5,2,4,4,1,1,1,1,5,2,1,1,1,1,2,3,1,2,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,549
3,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,550
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,551
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,552
1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,553
1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,554
1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,555
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,556
1,1,1,2,1,3,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,557
1,1,1,2,1,3,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,558
1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,559
1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,560
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,561
1,5,2,2,2,1,1,1,1,1,1,5,1,1,1,1,1,1,2,5,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,562
1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,3,3,2,1,3,2,3,3,4,4,3,3,4,2,4,2,4,3,2,4,1,5,4,2,2,1,1,0,0,0,0,0,0,0,0,1,563
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,564
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,565
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,566
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,567
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,568
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,1,569
2,1,1,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,570
1,2,2,2,2,2,4,1,1,4,1,3,1,2,3,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,571
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,6,1,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,572
1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,6,1,4,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,573
2,2,1,1,2,2,2,1,2,1,2,6,1,1,1,1,1,5,1,1,1,4,1,4,1,1,1,1,1,6,1,2,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,574
2,2,1,1,2,2,2,1,2,1,2,6,1,1,1,1,1,5,1,1,1,4,1,4,1,1,1,1,1,6,1,2,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,575
1,1,1,1,2,1,2,2,2,1,5,2,1,5,2,2,2,2,1,5,1,6,1,5,5,1,1,5,5,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,576
1,1,1,1,2,1,2,2,2,1,5,2,1,5,2,2,2,2,1,5,1,6,1,5,5,1,1,5,5,5,1,1,1,1,1,1,1,1,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,577
2,2,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,4,4,6,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,578
2,2,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,4,4,6,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,579
2,1,2,3,2,1,3,2,2,2,1,3,2,2,2,2,2,2,2,5,2,2,2,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,1,580
2,1,4,2,2,1,1,2,1,1,1,2,3,2,4,1,1,4,4,2,1,2,3,1,4,2,2,1,2,1,1,4,1,1,2,1,1,1,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,581
2,1,2,4,2,1,2,2,2,2,2,3,2,2,3,1,2,2,2,5,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,582
1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,583
1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,584
3,5,4,3,2,3,4,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,4,2,4,2,3,1,2,2,1,2,2,2,2,5,3,2,4,2,2,2,2,1,1,0,1,0,0,0,0,0,0,1,585
3,1,2,3,2,1,1,1,2,2,1,5,1,1,2,1,1,2,2,4,2,2,2,1,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,586
2,1,1,4,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,587
2,1,2,3,1,1,1,1,1,1,1,5,1,2,5,1,1,1,2,6,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,588
2,2,2,3,3,1,4,5,1,4,1,4,1,5,4,1,2,2,2,6,2,3,1,2,4,2,2,1,1,1,1,3,1,1,1,1,1,1,4,2,4,2,1,1,0,0,0,0,0,0,0,0,0,1,589
3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,590
3,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,1,591
2,5,2,3,2,1,2,2,2,1,1,4,1,3,4,2,2,2,3,5,2,3,2,2,1,1,1,1,4,2,3,3,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,592
2,2,3,3,2,2,2,4,2,2,4,3,4,5,3,3,3,2,2,5,2,4,3,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,593
2,3,3,3,3,2,5,5,4,3,3,3,4,3,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,4,4,4,4,5,3,3,3,4,5,4,4,1,2,1,1,1,1,1,0,1,1,1,1,1,594
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,595
5,5,2,4,1,1,1,4,1,1,1,5,1,1,1,1,1,1,3,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,596
2,5,3,4,4,2,4,3,3,2,2,3,2,4,4,1,1,1,2,5,2,2,4,2,2,3,5,1,2,1,1,3,1,2,1,1,2,1,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,1,597
2,2,2,1,1,2,2,1,1,2,3,2,2,4,2,4,2,4,1,1,1,5,1,4,4,1,3,3,3,4,4,1,3,3,2,1,2,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,598
2,2,2,1,1,2,2,1,1,2,3,2,2,4,2,4,2,4,1,1,1,5,1,4,4,1,3,3,3,4,4,1,3,3,2,1,2,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,599
2,1,2,5,2,1,2,2,3,4,2,4,1,2,2,2,2,2,1,5,1,1,1,2,3,3,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,600
2,2,2,2,2,2,1,1,2,2,2,1,1,5,1,4,4,2,2,1,3,4,1,3,2,3,3,1,2,6,2,3,4,2,1,2,1,1,4,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,601
2,2,2,2,2,2,1,1,2,2,2,1,1,5,1,4,4,2,2,1,3,4,1,3,2,3,3,1,2,6,2,3,4,2,1,2,1,1,4,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,602
1,1,1,2,1,1,2,4,2,2,2,4,2,1,3,2,2,2,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,603
1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,604
4,5,3,4,2,3,3,4,3,3,2,4,3,3,3,2,2,2,3,5,2,2,2,2,2,3,2,2,3,2,3,3,1,2,1,4,3,3,2,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,605
2,1,2,1,1,1,2,1,2,1,2,6,1,3,2,1,1,2,2,2,1,4,1,1,1,1,1,5,4,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,606
2,1,2,1,1,1,2,1,2,1,2,6,1,3,2,1,1,2,2,2,1,4,1,1,1,1,1,5,4,5,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,607
6,6,6,6,1,6,1,6,6,2,6,1,6,2,6,3,4,3,6,1,6,6,6,6,6,6,6,1,6,6,6,6,1,1,6,6,6,6,1,6,6,4,2,1,1,0,0,1,1,1,0,0,1,1,608
2,5,2,4,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,609
1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,610
2,1,2,4,1,1,1,1,1,1,1,5,1,1,3,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,611
5,5,5,5,4,5,4,6,5,5,5,4,5,5,4,5,2,6,6,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,2,5,4,1,1,1,0,1,0,0,0,0,0,0,1,612
2,4,1,4,1,1,1,1,1,1,1,4,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,613
2,5,3,4,2,4,2,4,2,4,5,4,5,4,5,4,5,3,5,3,4,3,4,3,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,2,1,1,1,0,0,0,0,0,0,0,0,1,614
1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,615
1,1,2,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,616
2,1,1,1,2,1,2,1,1,1,2,3,1,4,2,1,1,1,1,1,1,3,1,2,3,2,1,2,2,5,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,617
2,1,1,1,2,1,2,1,1,1,2,3,1,4,2,1,1,1,1,1,1,3,1,2,3,2,1,2,2,5,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,618
